# gene name                          KO     thrshld  score   E-value KO definition
#----------------------------------- ------ ------- ------ --------- ---------------------
  lcl|LN828718.1_prot_CFW92770.1_27  K04427  336.40  178.4   1.2e-54 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW93485.1_603 K12767  642.33   29.8   5.6e-10 serine/threonine-protein kinase RIM15 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K07211 1028.60   29.4   1.1e-09 inhibitor of nuclear factor kappa-B kinase subunit epsilon [EC:2.7.11.10]
  lcl|LN828718.1_prot_CFW93485.1_603 K13567  917.67   29.1   1.6e-09 activin receptor type-1B [EC:2.7.11.30]
  lcl|LN828718.1_prot_CFW93485.1_603 K04407 2100.00   29.1     1e-09 mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08815  304.90   28.7   2.3e-09 tau tubulin kinase [EC:2.7.11.26]
  lcl|LN828718.1_prot_CFW93485.1_603 K02850  124.63   28.7   4.2e-09 heptose II phosphotransferase [EC:2.7.1.-]
  lcl|LN828718.1_prot_CFW93485.1_603 K08877  250.17   28.3   3.5e-09 serine/threonine-protein kinase Kist [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K23561  779.00   28.2   3.7e-09 dual specificity protein kinase CLK1/4 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K04660  568.67   28.0   4.2e-09 decorin
  lcl|LN828718.1_prot_CFW93485.1_603 K08875  218.87   27.9     4e-09 nuclear receptor-binding protein
  lcl|LN828718.1_prot_CFW93485.1_603 K10170 1322.90   27.8   2.2e-09 toll-like receptor 8
  lcl|LN828718.1_prot_CFW93485.1_603 K04673 1021.50   27.4   5.2e-09 bone morphogenetic protein receptor type-1A [EC:2.7.11.30]
  lcl|LN828718.1_prot_CFW93485.1_603 K23533  328.13   27.1   4.5e-09 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein
  lcl|LN828718.1_prot_CFW93485.1_603 K13437       -   26.7   6.7e-09 receptor kinase-like protein
  lcl|LN828718.1_prot_CFW93485.1_603 K10161 1368.17   26.6   5.5e-09 toll-like receptor 9
  lcl|LN828718.1_prot_CFW93485.1_603 K05401 1100.00   25.7   9.6e-09 toll-like receptor 3
  lcl|LN828718.1_prot_CFW93485.1_603 K05118 1206.73   24.1   3.5e-08 leukocyte tyrosine kinase [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08788  850.10   23.7   6.6e-08 dystrophia myotonica-protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K02178  505.23   23.0   9.3e-08 checkpoint serine/threonine-protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K12572  147.53   22.2   2.5e-07 PAB-dependent poly(A)-specific ribonuclease subunit 3
  lcl|LN828718.1_prot_CFW93485.1_603 K16362  293.77   22.1   1.5e-07 leucine-rich repeat transmembrane protein FLRT
  lcl|LN828718.1_prot_CFW93485.1_603 K10159  780.10   22.1   1.5e-07 toll-like receptor 2
  lcl|LN828718.1_prot_CFW93485.1_603 K08399 1117.70   22.0   1.1e-07 leucine-rich repeat-containing G protein-coupled receptor 6
  lcl|LN828718.1_prot_CFW93485.1_603 K08333  147.67   22.0   1.3e-07 phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08462 1346.77   21.9   1.3e-07 adhesion G protein-coupled receptor A3
  lcl|LN828718.1_prot_CFW93485.1_603 K06850 2611.03   21.7   1.2e-07 slit 3
  lcl|LN828718.1_prot_CFW93485.1_603 K08851  235.90   21.5   4.1e-07 TP53 regulating kinase and related kinases [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K16315  107.37   21.3   3.7e-07 serine/threonine-protein kinase haspin [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08823  697.83   21.2   3.8e-07 dual specificity protein kinase CLK2/3 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08287  524.43   21.2   4.3e-07 dual-specificity kinase [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08869  339.70   20.6   5.5e-07 aarF domain-containing kinase
  lcl|LN828718.1_prot_CFW93485.1_603 K08854 1057.53   20.6   4.2e-07 BMP2 inducible kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K17547  179.00   20.5   8.7e-07 glycoprotein-mannosyl O6-kinase [EC:2.7.1.183]
  lcl|LN828718.1_prot_CFW93485.1_603 K15904  667.47   20.4   6.4e-07 bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K10130  235.53   20.2   5.1e-07 leucine-rich repeats and death domain-containing protein
  lcl|LN828718.1_prot_CFW93485.1_603 K08825  531.53   20.2   7.4e-07 dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08958  524.17   20.1   9.9e-07 casein kinase 1, gamma [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08129  298.40   19.5   1.1e-06 nyctalopin
  lcl|LN828718.1_prot_CFW93485.1_603 K08899 1020.90   19.2   1.1e-06 lemur tyrosine kinase 3 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08118  580.73   19.2     2e-06 biglycan
  lcl|LN828718.1_prot_CFW93485.1_603 K16351  932.10   19.1   1.3e-06 netrin-G2 ligand
  lcl|LN828718.1_prot_CFW93485.1_603 K14500  339.43   18.9   1.8e-06 BR-signaling kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K19750  155.90   18.3   2.9e-06 dynein assembly factor 1, axonemal
  lcl|LN828718.1_prot_CFW93485.1_603 K08126  324.73   18.2     5e-06 osteoglycin (osteoinductive factor, mimecan)
  lcl|LN828718.1_prot_CFW93485.1_603 K21157  400.93   17.3   6.5e-06 SNF1-activating kinase 1 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K17533  482.10   17.2   4.8e-06 mitogen-activated protein kinase kinase kinase 19 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW93485.1_603 K21158       -   16.9   6.5e-06 serine/threonine-protein kinase TOS3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW93485.1_603 K08121  448.60   16.9   9.1e-06 fibromodulin
  lcl|LN828718.1_prot_CFW93485.1_603 K14826  177.73   16.8   8.6e-06 FK506-binding nuclear protein [EC:5.2.1.8]
  lcl|LN828718.1_prot_CFW93485.1_603 K18648  333.60   16.4     2e-05 acidic leucine-rich nuclear phosphoprotein 32 family member E
  lcl|LN828718.1_prot_CFW93485.1_603 K16360  998.23   16.4     1e-05 netrin-G3 ligand
  lcl|LN828718.1_prot_CFW93485.1_603 K04247  929.10   16.4   9.7e-06 follicle stimulating hormone receptor
  lcl|LN828718.1_prot_CFW93485.1_603 K23478  777.57   16.3   1.5e-05 outer membrane protein YopM
  lcl|LN828718.1_prot_CFW93485.1_603 K17601  185.43   16.0   8.6e-06 WD repeat-containing protein 81
  lcl|LN828718.1_prot_CFW93485.1_603 K10160  548.67   15.8   1.2e-05 toll-like receptor 4
  lcl|LN828718.1_prot_CFW93485.1_603 K08122  482.47   14.4   5.3e-05 lumican
  lcl|LN828718.1_prot_CFW93485.1_603 K10168  387.63   14.2   3.4e-05 toll-like receptor 5
  lcl|LN828718.1_prot_CFW93485.1_603 K04985 1259.60   14.1   8.3e-06 polycystin 1
  lcl|LN828718.1_prot_CFW93485.1_603 K03688  412.47   14.1   5.6e-05 ubiquinone biosynthesis protein
  lcl|LN828718.1_prot_CFW93485.1_603 K16717  171.20   13.6   6.4e-05 centrosomal protein CEP97
  lcl|LN828718.1_prot_CFW93485.1_603 K15343       -   13.5   6.1e-05 E3 ubiquitin-protein ligase SspH1
  lcl|LN828718.1_prot_CFW93485.1_603 K06248  442.87   13.2   9.7e-05 chondroadherin
  lcl|LN828718.1_prot_CFW93485.1_603 K06260  450.87   12.8   0.00012 platelet glycoprotein V
  lcl|LN828718.1_prot_CFW93485.1_603 K16665  579.90   12.5   0.00012 leucine-rich repeat transmembrane neuronal protein 1/2
  lcl|LN828718.1_prot_CFW93485.1_603 K07102  139.30   12.3   0.00029 N-acetylmuramate 1-kinase [EC:2.7.1.221]
  lcl|LN828718.1_prot_CFW93485.1_603 K11211  105.87   12.2   0.00031 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
  lcl|LN828718.1_prot_CFW93485.1_603 K04308 1341.57   10.9   0.00028 leucine-rich repeat-containing G protein-coupled receptor 5
  lcl|LN828718.1_prot_CFW93485.1_603 K16279  283.67   10.7   0.00022 E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 2.3.2.27]
  lcl|LN828718.1_prot_CFW93485.1_603 K07523  900.50   10.7   0.00046 netrin-G1 ligand
  lcl|LN828718.1_prot_CFW93485.1_603 K16240  870.17   10.1   0.00075 protein suppressor of PHYA-105 1
  lcl|LN828718.1_prot_CFW93485.1_603 K00899   96.70    9.4    0.0023 5-methylthioribose kinase [EC:2.7.1.100]
  lcl|LN828718.1_prot_CFW93485.1_603 K16354 1097.83    9.1    0.0013 leucine-rich repeat and fibronectin type-III domain-containing protein 1
  lcl|LN828718.1_prot_CFW93485.1_603 K23456  111.63    8.8    0.0039 cilla- and flagella-associated protein
  lcl|LN828718.1_prot_CFW93485.1_603 K16357  970.50    8.0    0.0029 leucine-rich repeat and fibronectin type-III domain-containing protein 4
  lcl|LN828718.1_prot_CFW93485.1_603 K08130  344.93    7.6    0.0065 tsukushi (leucine-rich repeat-containing protein 54)
  lcl|LN828718.1_prot_CFW93485.1_603 K04249  872.43    7.4    0.0041 thyrotropin receptor
  lcl|LN828718.1_prot_CFW93485.1_603 K16358  954.67    7.2    0.0055 leucine-rich repeat and fibronectin type-III domain-containing protein 5
  lcl|LN828718.1_prot_CFW93485.1_603 K18646  373.00    4.9     0.056 acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
  lcl|LN828718.1_prot_CFW93485.1_603 K18647  374.53    4.7     0.054 acidic leucine-rich nuclear phosphoprotein 32 family member B
  lcl|LN828718.1_prot_CFW93485.1_603 K16475  142.30    3.3     0.065 leucine-rich repeat and coiled-coil domain-containing protein 1
  ANKDFBEC_00168                     K17550  208.57   28.8   2.6e-09 protein phosphatase 1 regulatory subunit 7
  ANKDFBEC_00168                     K13730  203.73   27.2   5.8e-09 internalin A
  ANKDFBEC_00168                     K19613  229.23   21.1   3.9e-07 leucine-rich repeat protein SHOC2
  ANKDFBEC_00168                     K18647  374.53   18.1   4.5e-06 acidic leucine-rich nuclear phosphoprotein 32 family member B
  ANKDFBEC_00168                     K22038  158.30   17.8   3.2e-06 volume-regulated anion channel
  ANKDFBEC_00168                     K18809  273.37   15.0   1.4e-05 protein toll
  ANKDFBEC_00168                     K18808  523.80   13.5   4.3e-05 toll-like receptor 13
  ANKDFBEC_00168                     K18646  373.00   13.4   0.00015 acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
  ANKDFBEC_00168                     K21768  292.67   13.2   8.4e-05 tubulin-specific chaperone E
  ANKDFBEC_00168                     K16351  932.10   12.0   0.00017 netrin-G2 ligand
  ANKDFBEC_00168                     K13459  403.23   12.0   0.00014 disease resistance protein RPS2
  ANKDFBEC_00168                     K13420 1161.43   12.0   0.00011 LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
  ANKDFBEC_00168                     K15069  196.40   10.9   0.00056 F-box/TPR repeat protein Pof3
  ANKDFBEC_00168                     K20237  187.30    9.9   0.00081 protein NUD1
  ANKDFBEC_00168                     K16340  460.60    9.5   0.00066 PH domain and leucine-rich repeat-containing protein phosphatase [EC:3.1.3.16]
  ANKDFBEC_00168                     K23533  328.13    9.0    0.0013 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein
  ANKDFBEC_00168                     K08119  485.17    7.9    0.0031 extracellular matrix protein 2
  ANKDFBEC_00168                     K23456  111.63    7.1     0.013 cilla- and flagella-associated protein
  ANKDFBEC_01333                     K17535  349.33  150.9   2.6e-46 serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]
  ANKDFBEC_01333                     K12132  236.97  133.1   4.8e-41 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K04427  336.40  130.6   3.7e-40 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  ANKDFBEC_01333                     K05111 1807.17  129.8   3.6e-40 Eph receptor B2 [EC:2.7.10.1]
  ANKDFBEC_01333                     K04367  249.33  127.0   4.3e-39 proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]
  ANKDFBEC_01333                     K04424  608.90  125.9   7.6e-39 sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]
  ANKDFBEC_01333                     K08844 1309.20  122.8   2.7e-38 leucine-rich repeat kinase 2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08884  233.93  120.6   4.2e-37 serine/threonine protein kinase, bacterial [EC:2.7.11.1]
  ANKDFBEC_01333                     K05094 1028.90  114.6     2e-35 fibroblast growth factor receptor 3 [EC:2.7.10.1]
  ANKDFBEC_01333                     K08843 1089.43  111.5     9e-35 leucine-rich repeat kinase 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05103 1489.87  110.9   2.4e-34 Eph receptor A2 [EC:2.7.10.1]
  ANKDFBEC_01333                     K05110 1466.30  109.4   7.5e-34 Eph receptor B1 [EC:2.7.10.1]
  ANKDFBEC_01333                     K06619 1193.60  109.3   7.5e-34 abelson tyrosine-protein kinase 1 [EC:2.7.10.2]
  ANKDFBEC_01333                     K04447 1161.00  108.3   1.4e-33 Janus kinase 2 [EC:2.7.10.2]
  ANKDFBEC_01333                     K04365  849.23  108.3   1.6e-33 B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K08252  565.20  107.5   2.8e-33 receptor protein-tyrosine kinase [EC:2.7.10.1]
  ANKDFBEC_01333                     K17512  482.30  105.8     7e-33 tyrosine-protein kinase shark [EC:2.7.10.2]
  ANKDFBEC_01333                     K04417 1146.57  105.6   1.2e-32 mitogen-activated protein kinase kinase kinase 9 [EC:2.7.11.25]
  ANKDFBEC_01333                     K02861  403.40  104.5     3e-32 receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K00924  418.03  104.5     3e-32 kinase [EC:2.7.1.-]
  ANKDFBEC_01333                     K08889  959.07  104.4   2.1e-32 tyrosine-protein kinase Fer [EC:2.7.10.2]
  ANKDFBEC_01333                     K08794  438.60  103.4   6.5e-32 calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17]
  ANKDFBEC_01333                     K04362 1060.63  102.5   9.8e-32 fibroblast growth factor receptor 1 [EC:2.7.10.1]
  ANKDFBEC_01333                     K05093 1149.67  102.4   6.8e-32 fibroblast growth factor receptor 2 [EC:2.7.10.1]
  ANKDFBEC_01333                     K08282  270.47  100.5   4.9e-31 non-specific serine/threonine protein kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K08269  396.23  100.0   6.3e-31 serine/threonine-protein kinase ULK2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K13303  577.47   98.4   1.9e-30 serum/glucocorticoid-regulated kinase 2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K04733  235.17   96.7   4.5e-30 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05095 1418.07   94.2   2.3e-29 fibroblast growth factor receptor 4 [EC:2.7.10.1]
  ANKDFBEC_01333                     K04345  529.83   94.0   4.2e-29 protein kinase A [EC:2.7.11.11]
  ANKDFBEC_01333                     K16288  282.10   92.6   8.7e-29 dual serine/threonine and tyrosine protein kinase [EC:2.7.12.1]
  ANKDFBEC_01333                     K05122 1070.90   91.6   1.6e-28 receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]
  ANKDFBEC_01333                     K06633  334.63   91.5   2.7e-28 membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K05704  877.90   91.0   2.5e-28 tyrosine-protein kinase Src [EC:2.7.10.2]
  ANKDFBEC_01333                     K08892  735.67   89.9   5.4e-28 fyn-related kinase [EC:2.7.10.2]
  ANKDFBEC_01333                     K05127  541.20   89.9     4e-28 PTK7 protein tyrosine kinase 7 [EC:2.7.10.1]
  ANKDFBEC_01333                     K08888  658.17   89.1   1.2e-27 megakaryocyte-associated tyrosine kinase [EC:2.7.10.2]
  ANKDFBEC_01333                     K05126  603.13   88.2   2.1e-27 proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1]
  ANKDFBEC_01333                     K04527 1758.60   88.1   1.4e-27 insulin receptor [EC:2.7.10.1]
  ANKDFBEC_01333                     K04361  734.37   86.6   3.7e-27 epidermal growth factor receptor [EC:2.7.10.1]
  ANKDFBEC_01333                     K13412  438.80   86.5   6.8e-27 calcium-dependent protein kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K05703  942.93   85.8   1.1e-26 tyrosine-protein kinase Fyn [EC:2.7.10.2]
  ANKDFBEC_01333                     K05129  688.47   85.1   1.6e-26 muscle, skeletal, receptor tyrosine kinase [EC:2.7.10.1]
  ANKDFBEC_01333                     K05108 1768.40   85.0   1.6e-26 EphA7 [EC:2.7.10.1]
  ANKDFBEC_01333                     K08857  439.90   84.9   2.6e-26 NIMA (never in mitosis gene a)-related kinase 1/4/5 [EC:2.7.11.1]
  ANKDFBEC_01333                     K06641  423.40   83.7   5.1e-26 serine/threonine-protein kinase CHEK2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05123 1354.87   83.5   3.7e-26 receptor tyrosine kinase-like orphan receptor 2 [EC:2.7.10.1]
  ANKDFBEC_01333                     K08838  483.30   82.1   1.6e-25 serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05728  671.13   81.9   1.7e-25 c-src tyrosine kinase [EC:2.7.10.2]
  ANKDFBEC_01333                     K05856  865.33   81.1   3.2e-25 lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]
  ANKDFBEC_01333                     K20872  342.33   81.0   3.8e-25 NIMA (never in mitosis gene a)-related kinase 2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08286  403.83   81.0   2.5e-25 protein-serine/threonine kinase [EC:2.7.11.-]
  ANKDFBEC_01333                     K17539  426.10   80.8   2.6e-25 serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]
  ANKDFBEC_01333                     K04730  409.47   80.3     7e-25 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05120 1344.17   79.8   5.6e-25 tyrosine kinase receptor 1 [EC:2.7.10.1]
  ANKDFBEC_01333                     K04363 1390.17   79.1     9e-25 platelet-derived growth factor receptor alpha [EC:2.7.10.1]
  ANKDFBEC_01333                     K04418 1440.67   78.9   1.1e-24 mitogen-activated protein kinase kinase kinase 10 [EC:2.7.11.25]
  ANKDFBEC_01333                     K20604  423.47   77.9   3.2e-24 mitogen-activated protein kinase kinase 9 [EC:2.7.12.2]
  ANKDFBEC_01333                     K20607  387.20   77.6   4.4e-24 mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]
  ANKDFBEC_01333                     K04373  789.37   77.6   3.5e-24 ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]
  ANKDFBEC_01333                     K12378  539.90   76.6     7e-24 tyrosine-protein kinase receptor torso [EC:2.7.10.1]
  ANKDFBEC_01333                     K20716  370.90   76.4   7.1e-24 mitogen-activated protein kinase kinase kinase 17/18
  ANKDFBEC_01333                     K08850  514.47   76.3   8.3e-24 aurora kinase, other [EC:2.7.11.1]
  ANKDFBEC_01333                     K05733  922.57   76.2   1.3e-23 p21-activated kinase 3 [EC:2.7.11.1]
  ANKDFBEC_01333                     K20877  707.23   76.0   9.5e-24 NIMA (never in mitosis gene a)-related kinase 8 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08842  707.07   75.9   1.6e-23 testis-specific kinase 2 [EC:2.7.12.1]
  ANKDFBEC_01333                     K08894  608.43   75.8   1.1e-23 protein tyrosine kinase 6 [EC:2.7.10.2]
  ANKDFBEC_01333                     K19833  654.53   75.6   1.5e-23 serine/threonine-protein kinase CLA4 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08891 1046.60   74.8   2.5e-23 tyrosine-protein kinase Fgr [EC:2.7.10.2]
  ANKDFBEC_01333                     K05096 1311.13   74.6     2e-23 FMS-like tyrosine kinase 1 [EC:2.7.10.1]
  ANKDFBEC_01333                     K02831  428.17   74.2   3.6e-23 ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]
  ANKDFBEC_01333                     K05743  905.70   73.9   3.9e-23 LIM domain kinase 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08856  280.93   73.2   8.1e-23 serine/threonine kinase 16 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08847  355.17   73.2   1.1e-22 receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05105 1585.60   73.2   5.5e-23 Eph receptor A4 [EC:2.7.10.1]
  ANKDFBEC_01333                     K13302  708.30   72.8   1.2e-22 serum/glucocorticoid-regulated kinase 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K11481  534.97   72.7   1.1e-22 aurora kinase A [EC:2.7.11.1]
  ANKDFBEC_01333                     K17545  312.77   72.1   1.1e-22 serine/threonine-protein kinase ULK4 [EC:2.7.11.1]
  ANKDFBEC_01333                     K21358  355.50   72.0   1.9e-22 serine/threonine-protein kinase ULK3 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08852  198.40   71.9   1.6e-22 serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
  ANKDFBEC_01333                     K12771  486.63   71.8   2.2e-22 sporulation-specific protein 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K16195  405.10   71.1   3.8e-22 eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K11218 1596.43   70.8     2e-22 Janus kinase 3 [EC:2.7.10.2]
  ANKDFBEC_01333                     K04421  638.33   69.4   1.5e-21 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
  ANKDFBEC_01333                     K04409  702.17   69.4   1.2e-21 p21-activated kinase 1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K04366 1069.90   69.3     9e-22 RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K04456  517.73   68.8   1.7e-21 RAC serine/threonine-protein kinase [EC:2.7.11.1]
  ANKDFBEC_01333                     K21357 1260.50   68.7   1.5e-21 serine/threonine-protein kinase ULK1 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08813  408.83   68.5   2.4e-21 serine/threonine kinase 33 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08846  358.33   68.2   3.3e-21 receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]
  ANKDFBEC_01333                     K05855  976.77   68.2   2.3e-21 spleen tyrosine kinase [EC:2.7.10.2]
  ANKDFBEC_01333                     K04420  873.87   67.9   3.8e-21 mitogen-activated protein kinase kinase kinase 2 [EC:2.7.11.25]
  ANKDFBEC_01333                     K05106 1770.23   67.7   2.5e-21 Eph receptor A5 [EC:2.7.10.1]
  ANKDFBEC_01333                     K20875  527.47   67.4   5.5e-21 NIMA (never in mitosis gene a)-related kinase 6 [EC:2.7.11.1]
  ANKDFBEC_01333                     K08895  603.20   67.4   4.3e-21 tyrosine-protein kinase Srms [EC:2.7.10.2]
